2026-02-22 00:01:33 +00:00: [Opportunity] Outside market hours, skipping scan
2026-02-23 19:54:37 +00:00: [Opportunity] Scan complete in 183s. Next scan at 2026-02-23T19:56:33.958Z
2026-02-23 19:56:33 +00:00: 
2026-02-23 19:56:33 +00:00: [Opportunity] ===== SCAN #113 =====
2026-02-23 19:56:33 +00:00: [Opportunity] Time: 2026-02-23T19:56:33.957Z
2026-02-23 19:56:34 +00:00: [Opportunity] VIX: 21.4 (elevated) | SPY: 681.38 (neutral)
2026-02-23 19:56:35 +00:00: [Opportunity] Discovery: 50 symbols from [core:3, watchlist:45, volume:10, gainers:8, losers:8, nasdaq:2, extremes:4, etf_categories:21]
2026-02-23 19:56:35 +00:00: [Opportunity] Discovery: 50 symbols in 1.1s
2026-02-23 19:56:35 +00:00: [Opportunity] Analyzing 50 symbols (sequential, ~110s est)...
2026-02-23 19:56:36 +00:00: [Opportunity] NFLX: Score 55 (TRADEABLE) - bearish [watchlist,volume_leader,gainer,loser]
2026-02-23 19:56:36 +00:00: [Opportunity] ORCL: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 19:56:37 +00:00: [Opportunity] PYPL: Score 80 (HIGH_CONVICTION) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 19:56:38 +00:00: [Opportunity] PLTR: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 19:56:39 +00:00: [Opportunity] AMZN: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 19:56:40 +00:00: [Opportunity] MSFT: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 19:56:41 +00:00: [Opportunity] TSLA: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 19:56:42 +00:00: [Opportunity] SPY: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 19:56:43 +00:00: [Opportunity] QQQ: Score 75 (HIGH_CONVICTION) - neutral [core,watchlist]
2026-02-23 19:56:43 +00:00: [Opportunity] IWM: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 19:56:45 +00:00: [Opportunity] XLI: Score 70 (HIGH_CONVICTION) - bearish [watchlist,52wk_extreme,etf_sectors]
2026-02-23 19:56:46 +00:00: [Opportunity] NVDA: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader,nasdaq_mover]
2026-02-23 19:56:47 +00:00: [Opportunity] BAC: Score 45 (WATCH) - bearish [volume_leader,gainer,loser]
2026-02-23 19:56:48 +00:00: [Opportunity] XLC: Score 55 (TRADEABLE) - bearish [watchlist,etf_sectors]
2026-02-23 19:56:49 +00:00: [Opportunity] USO: Score 40 (WATCH) - bearish [watchlist,etf_commodities]
2026-02-23 19:56:50 +00:00: [Opportunity] UNG: Score 50 (TRADEABLE) - bullish [watchlist,etf_commodities]
2026-02-23 19:56:51 +00:00: [Opportunity] GLD: Score 65 (TRADEABLE) - neutral [watchlist,etf_commodities]
2026-02-23 19:56:52 +00:00: [Opportunity] XLP: Score 90 (HIGH_CONVICTION) - neutral [watchlist,etf_sectors]
2026-02-23 19:56:54 +00:00: [Opportunity] UVXY: Score 45 (WATCH) - bearish [watchlist,etf_volatility]
2026-02-23 19:56:55 +00:00: [Opportunity] SLV: Score 65 (TRADEABLE) - bullish [watchlist,etf_commodities]
2026-02-23 19:56:56 +00:00: [Opportunity] XLU: Score 70 (HIGH_CONVICTION) - bullish [watchlist,etf_sectors]
2026-02-23 19:56:56 +00:00: [Opportunity] ETHA: Score 50 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 19:56:57 +00:00: [Opportunity] XLK: Score 45 (WATCH) - bearish [watchlist,etf_sectors]
2026-02-23 19:56:58 +00:00: [Opportunity] XLF: Score 80 (HIGH_CONVICTION) - neutral [watchlist,etf_sectors]
2026-02-23 19:56:59 +00:00: [Opportunity] IBIT: Score 65 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 19:57:00 +00:00: [Opportunity] INTC: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader]
2026-02-23 19:57:01 +00:00: [Opportunity] IBRX: Score 80 (HIGH_CONVICTION) - neutral [watchlist,nasdaq_mover]
2026-02-23 19:57:02 +00:00: [Opportunity] EEM: Score 45 (WATCH) - bullish [watchlist,52wk_extreme]
2026-02-23 19:57:03 +00:00: [Opportunity] XLE: Score 45 (WATCH) - bullish [52wk_extreme,etf_sectors]
2026-02-23 19:57:03 +00:00: [Opportunity] T: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:57:04 +00:00: [Opportunity] VNDA: Score 60 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:57:05 +00:00: [Opportunity] F: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:57:06 +00:00: [Opportunity] OPEN: Score 70 (HIGH_CONVICTION) - bearish [watchlist]
2026-02-23 19:57:07 +00:00: [Opportunity] SMCI: Score 40 (WATCH) - bearish [watchlist]
2026-02-23 19:57:08 +00:00: [Opportunity] MU: Score 75 (HIGH_CONVICTION) - bullish [watchlist]
2026-02-23 19:57:09 +00:00: [Opportunity] OXY: Score 65 (TRADEABLE) - bearish [watchlist]
2026-02-23 19:57:10 +00:00: [Opportunity] CVNA: Score 80 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 19:57:10 +00:00: [Opportunity] SNDK: Score 75 (HIGH_CONVICTION) - bullish [watchlist]
2026-02-23 19:57:11 +00:00: [Opportunity] GOOGL: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:57:12 +00:00: [Opportunity] MRNA: Score 55 (TRADEABLE) - bearish [watchlist]
2026-02-23 19:57:13 +00:00: [Opportunity] PANW: Score 75 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 19:57:14 +00:00: [Opportunity] META: Score 65 (TRADEABLE) - neutral [watchlist]
2026-02-23 19:57:15 +00:00: [Opportunity] AAPL: Score 65 (TRADEABLE) - neutral [watchlist]
2026-02-23 19:57:16 +00:00: [Opportunity] AMD: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 19:57:18 +00:00: [Opportunity] VXX: Score 40 (WATCH) - bullish [etf_volatility]
2026-02-23 19:57:19 +00:00: [Opportunity] XLV: Score 30 (WATCH) - bearish [etf_sectors]
2026-02-23 19:57:19 +00:00: [Opportunity] Results: 15 HIGH_CONVICTION, 22 TRADEABLE, 9 WATCH
2026-02-23 19:57:19 +00:00: [OpportunityDB] Saved scan: 50 opportunities, scanId=2310
2026-02-23 19:57:19 +00:00: [Opportunity] Persistence: XLP:25(HC), PYPL:25(HC), XLF:25(HC), IBRX:29(HC), CVNA:25(HC), PLTR:29(HC), QQQ:29(HC), NVDA:32(HC), INTC:25(HC), MU:30(HC), SNDK:32(HC), PANW:25(HC), XLI:25(HC), XLU:25(HC), OPEN:29(HC), ORCL:26(T), AMZN:29(T), MSFT:29(T), TSLA:28(T), SPY:28(T), IWM:26(T), GLD:32(T), SLV:32(T), IBIT:25(T), OXY:29(T), GOOGL:32(T), META:17(T), AAPL:31(T), AMD:27(T), VNDA:30(T), NFLX:23(T), XLC:25(T), T:21(T), F:25(T), MRNA:29(T), UNG:16(T), ETHA:25(T)
2026-02-23 19:57:19 +00:00: [Opportunity] Alerts sent: 0 (47 unique today)
2026-02-23 19:57:19 +00:00: [Watchlist] Updated XLP (source: opportunity)
2026-02-23 19:57:19 +00:00: [Watchlist] Updated PYPL (source: opportunity)
2026-02-23 19:57:19 +00:00: [Watchlist] Updated XLF (source: opportunity)
2026-02-23 19:57:19 +00:00: [Watchlist] Updated IBRX (source: opportunity)
2026-02-23 19:57:19 +00:00: [Watchlist] Updated CVNA (source: opportunity)
2026-02-23 19:57:19 +00:00: [Watchlist] Updated PLTR (source: opportunity)
2026-02-23 19:57:19 +00:00: [Watchlist] Skipped QQQ — manual entry protected (attempted by opportunity)
2026-02-23 19:57:19 +00:00: [Watchlist] Skipped NVDA — manual entry protected (attempted by opportunity)
2026-02-23 19:57:19 +00:00: [Watchlist] Updated INTC (source: opportunity)
2026-02-23 19:57:19 +00:00: [Watchlist] Updated MU (source: opportunity)
2026-02-23 19:57:19 +00:00: [Watchlist] Updated SNDK (source: opportunity)
2026-02-23 19:57:19 +00:00: [Watchlist] Updated PANW (source: opportunity)
2026-02-23 19:57:19 +00:00: [Watchlist] Updated XLI (source: opportunity)
2026-02-23 19:57:19 +00:00: [Watchlist] Updated XLU (source: opportunity)
2026-02-23 19:57:19 +00:00: [Watchlist] Updated OPEN (source: opportunity)
2026-02-23 19:57:19 +00:00: [Opportunity] Added 15 symbols to Bloodhound watchlist
2026-02-23 19:57:19 +00:00: [Opportunity] Scan complete in 46s. Next scan at 2026-02-23T20:01:33.957Z
2026-02-23 20:01:33 +00:00: 
2026-02-23 20:01:33 +00:00: [Opportunity] ===== SCAN #114 =====
2026-02-23 20:01:33 +00:00: [Opportunity] Time: 2026-02-23T20:01:33.957Z
2026-02-23 20:01:34 +00:00: [Opportunity] VIX: 21.47 (elevated) | SPY: 681.36 (neutral)
2026-02-23 20:01:36 +00:00: [Opportunity] Discovery: 50 symbols from [core:3, watchlist:45, volume:10, gainers:8, losers:8, nasdaq:2, extremes:4, etf_categories:21]
2026-02-23 20:01:36 +00:00: [Opportunity] Discovery: 50 symbols in 2.0s
2026-02-23 20:01:36 +00:00: [Opportunity] Analyzing 50 symbols (sequential, ~110s est)...
2026-02-23 20:01:37 +00:00: [Opportunity] NFLX: Score 55 (TRADEABLE) - bearish [watchlist,volume_leader,gainer,loser]
2026-02-23 20:01:38 +00:00: [Opportunity] ORCL: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:01:39 +00:00: [Opportunity] PYPL: Score 80 (HIGH_CONVICTION) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 20:01:40 +00:00: [Opportunity] PLTR: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:01:41 +00:00: [Opportunity] AMZN: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:01:41 +00:00: [Opportunity] MSFT: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:01:42 +00:00: [Opportunity] TSLA: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:01:43 +00:00: [Opportunity] SPY: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 20:01:44 +00:00: [Opportunity] QQQ: Score 75 (HIGH_CONVICTION) - neutral [core,watchlist]
2026-02-23 20:01:45 +00:00: [Opportunity] IWM: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 20:01:46 +00:00: [Opportunity] XLI: Score 70 (HIGH_CONVICTION) - bearish [watchlist,52wk_extreme,etf_sectors]
2026-02-23 20:01:47 +00:00: [Opportunity] NVDA: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader,nasdaq_mover]
2026-02-23 20:01:48 +00:00: [Opportunity] BAC: Score 45 (WATCH) - bearish [volume_leader,gainer,loser]
2026-02-23 20:01:50 +00:00: [Opportunity] XLC: Score 55 (TRADEABLE) - bearish [watchlist,etf_sectors]
2026-02-23 20:01:50 +00:00: [Opportunity] USO: Score 40 (WATCH) - bearish [watchlist,etf_commodities]
2026-02-23 20:01:51 +00:00: [Opportunity] UNG: Score 50 (TRADEABLE) - bullish [watchlist,etf_commodities]
2026-02-23 20:01:52 +00:00: [Opportunity] GLD: Score 65 (TRADEABLE) - neutral [watchlist,etf_commodities]
2026-02-23 20:01:53 +00:00: [Opportunity] XLP: Score 90 (HIGH_CONVICTION) - neutral [watchlist,etf_sectors]
2026-02-23 20:01:55 +00:00: [Opportunity] UVXY: Score 45 (WATCH) - bearish [watchlist,etf_volatility]
2026-02-23 20:01:55 +00:00: [Opportunity] SLV: Score 65 (TRADEABLE) - bullish [watchlist,etf_commodities]
2026-02-23 20:01:56 +00:00: [Opportunity] XLU: Score 70 (HIGH_CONVICTION) - bullish [watchlist,etf_sectors]
2026-02-23 20:01:57 +00:00: [Opportunity] ETHA: Score 50 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 20:01:58 +00:00: [Opportunity] XLK: Score 45 (WATCH) - bearish [watchlist,etf_sectors]
2026-02-23 20:01:59 +00:00: [Opportunity] XLF: Score 80 (HIGH_CONVICTION) - neutral [watchlist,etf_sectors]
2026-02-23 20:02:00 +00:00: [Opportunity] IBIT: Score 65 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 20:02:01 +00:00: [Opportunity] INTC: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader]
2026-02-23 20:02:01 +00:00: [Opportunity] IBRX: Score 80 (HIGH_CONVICTION) - neutral [watchlist,nasdaq_mover]
2026-02-23 20:02:02 +00:00: [Opportunity] EEM: Score 45 (WATCH) - bullish [watchlist,52wk_extreme]
2026-02-23 20:02:03 +00:00: [Opportunity] XLE: Score 45 (WATCH) - bullish [52wk_extreme,etf_sectors]
2026-02-23 20:02:04 +00:00: [Opportunity] T: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:02:05 +00:00: [Opportunity] VNDA: Score 60 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:02:06 +00:00: [Opportunity] F: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:02:07 +00:00: [Opportunity] OPEN: Score 70 (HIGH_CONVICTION) - bearish [watchlist]
2026-02-23 20:02:08 +00:00: [Opportunity] SMCI: Score 40 (WATCH) - bearish [watchlist]
2026-02-23 20:02:09 +00:00: [Opportunity] MU: Score 75 (HIGH_CONVICTION) - bullish [watchlist]
2026-02-23 20:02:10 +00:00: [Opportunity] OXY: Score 65 (TRADEABLE) - bearish [watchlist]
2026-02-23 20:02:11 +00:00: [Opportunity] CVNA: Score 80 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 20:02:12 +00:00: [Opportunity] SNDK: Score 75 (HIGH_CONVICTION) - bullish [watchlist]
2026-02-23 20:02:12 +00:00: [Opportunity] GOOGL: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:02:13 +00:00: [Opportunity] MRNA: Score 55 (TRADEABLE) - bearish [watchlist]
2026-02-23 20:02:14 +00:00: [Opportunity] PANW: Score 75 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 20:02:15 +00:00: [Opportunity] META: Score 65 (TRADEABLE) - neutral [watchlist]
2026-02-23 20:02:16 +00:00: [Opportunity] AAPL: Score 65 (TRADEABLE) - neutral [watchlist]
2026-02-23 20:02:17 +00:00: [Opportunity] AMD: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:02:19 +00:00: [Opportunity] VXX: Score 40 (WATCH) - bullish [etf_volatility]
2026-02-23 20:02:20 +00:00: [Opportunity] XLV: Score 30 (WATCH) - bearish [etf_sectors]
2026-02-23 20:02:20 +00:00: [Opportunity] Results: 15 HIGH_CONVICTION, 22 TRADEABLE, 9 WATCH
2026-02-23 20:02:20 +00:00: [OpportunityDB] Saved scan: 50 opportunities, scanId=2311
2026-02-23 20:02:20 +00:00: [Opportunity] Persistence: XLP:26(HC), PYPL:26(HC), XLF:26(HC), IBRX:30(HC), CVNA:26(HC), PLTR:30(HC), QQQ:30(HC), NVDA:33(HC), INTC:26(HC), MU:31(HC), SNDK:33(HC), PANW:26(HC), XLI:26(HC), XLU:26(HC), OPEN:30(HC), ORCL:27(T), AMZN:30(T), MSFT:30(T), TSLA:29(T), SPY:29(T), IWM:27(T), GLD:33(T), SLV:33(T), IBIT:26(T), OXY:30(T), GOOGL:33(T), META:18(T), AAPL:32(T), AMD:28(T), VNDA:31(T), NFLX:24(T), XLC:26(T), T:22(T), F:26(T), MRNA:30(T), UNG:17(T), ETHA:26(T)
2026-02-23 20:02:20 +00:00: [Opportunity] Alerts sent: 0 (47 unique today)
2026-02-23 20:02:20 +00:00: [Watchlist] Updated XLP (source: opportunity)
2026-02-23 20:02:20 +00:00: [Watchlist] Updated PYPL (source: opportunity)
2026-02-23 20:02:20 +00:00: [Watchlist] Updated XLF (source: opportunity)
2026-02-23 20:02:20 +00:00: [Watchlist] Updated IBRX (source: opportunity)
2026-02-23 20:02:20 +00:00: [Watchlist] Updated CVNA (source: opportunity)
2026-02-23 20:02:20 +00:00: [Watchlist] Updated PLTR (source: opportunity)
2026-02-23 20:02:20 +00:00: [Watchlist] Skipped QQQ — manual entry protected (attempted by opportunity)
2026-02-23 20:02:20 +00:00: [Watchlist] Skipped NVDA — manual entry protected (attempted by opportunity)
2026-02-23 20:02:20 +00:00: [Watchlist] Updated INTC (source: opportunity)
2026-02-23 20:02:20 +00:00: [Watchlist] Updated MU (source: opportunity)
2026-02-23 20:02:20 +00:00: [Watchlist] Updated SNDK (source: opportunity)
2026-02-23 20:02:20 +00:00: [Watchlist] Updated PANW (source: opportunity)
2026-02-23 20:02:20 +00:00: [Watchlist] Updated XLI (source: opportunity)
2026-02-23 20:02:20 +00:00: [Watchlist] Updated XLU (source: opportunity)
2026-02-23 20:02:20 +00:00: [Watchlist] Updated OPEN (source: opportunity)
2026-02-23 20:02:20 +00:00: [Opportunity] Added 15 symbols to Bloodhound watchlist
2026-02-23 20:02:20 +00:00: [Opportunity] Scan complete in 46s. Next scan at 2026-02-23T20:06:33.957Z
2026-02-23 20:06:33 +00:00: 
2026-02-23 20:06:33 +00:00: [Opportunity] ===== SCAN #115 =====
2026-02-23 20:06:33 +00:00: [Opportunity] Time: 2026-02-23T20:06:33.958Z
2026-02-23 20:06:34 +00:00: [Opportunity] VIX: 21.53 (elevated) | SPY: 681.15 (neutral)
2026-02-23 20:06:35 +00:00: [Opportunity] Discovery: 50 symbols from [core:3, watchlist:45, volume:10, gainers:8, losers:8, nasdaq:2, extremes:5, etf_categories:21]
2026-02-23 20:06:35 +00:00: [Opportunity] Discovery: 50 symbols in 1.1s
2026-02-23 20:06:35 +00:00: [Opportunity] Analyzing 50 symbols (sequential, ~110s est)...
2026-02-23 20:06:41 +00:00: [Opportunity] NFLX: Score 55 (TRADEABLE) - bearish [watchlist,volume_leader,gainer,loser]
2026-02-23 20:06:43 +00:00: [Opportunity] ORCL: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:06:46 +00:00: [Opportunity] PYPL: Score 80 (HIGH_CONVICTION) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 20:06:52 +00:00: [Opportunity] PLTR: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:07:02 +00:00: [Opportunity] AMZN: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:07:05 +00:00: [Opportunity] MSFT: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:07:15 +00:00: [Opportunity] TSLA: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:07:19 +00:00: [Opportunity] SPY: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 20:07:22 +00:00: [Opportunity] QQQ: Score 75 (HIGH_CONVICTION) - neutral [core,watchlist]
2026-02-23 20:07:26 +00:00: [Opportunity] IWM: Score 65 (TRADEABLE) - neutral [core,watchlist]
2026-02-23 20:07:30 +00:00: [Opportunity] XLI: Score 70 (HIGH_CONVICTION) - bearish [watchlist,52wk_extreme,etf_sectors]
2026-02-23 20:07:32 +00:00: [Opportunity] XLU: Score 70 (HIGH_CONVICTION) - neutral [watchlist,52wk_extreme,etf_sectors]
2026-02-23 20:07:35 +00:00: [Opportunity] NVDA: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,nasdaq_mover]
2026-02-23 20:07:37 +00:00: [Opportunity] BAC: Score 45 (WATCH) - bearish [volume_leader,gainer,loser]
2026-02-23 20:07:41 +00:00: [Opportunity] XLC: Score 55 (TRADEABLE) - bearish [watchlist,etf_sectors]
2026-02-23 20:07:43 +00:00: [Opportunity] USO: Score 40 (WATCH) - bearish [watchlist,etf_commodities]
2026-02-23 20:07:45 +00:00: [Opportunity] UNG: Score 50 (TRADEABLE) - bullish [watchlist,etf_commodities]
2026-02-23 20:07:49 +00:00: [Opportunity] GLD: Score 65 (TRADEABLE) - neutral [watchlist,etf_commodities]
2026-02-23 20:07:51 +00:00: [Opportunity] XLP: Score 90 (HIGH_CONVICTION) - neutral [watchlist,etf_sectors]
2026-02-23 20:07:57 +00:00: [Opportunity] UVXY: Score 45 (WATCH) - bearish [watchlist,etf_volatility]
2026-02-23 20:08:01 +00:00: [Opportunity] SLV: Score 65 (TRADEABLE) - bullish [watchlist,etf_commodities]
2026-02-23 20:08:03 +00:00: [Opportunity] ETHA: Score 50 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 20:08:08 +00:00: [Opportunity] XLK: Score 45 (WATCH) - bearish [watchlist,etf_sectors]
2026-02-23 20:08:11 +00:00: [Opportunity] XLF: Score 80 (HIGH_CONVICTION) - neutral [watchlist,etf_sectors]
2026-02-23 20:08:13 +00:00: [Opportunity] IBIT: Score 65 (TRADEABLE) - bearish [watchlist,etf_crypto]
2026-02-23 20:08:19 +00:00: [Opportunity] INTC: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader]
2026-02-23 20:08:21 +00:00: [Opportunity] IBRX: Score 80 (HIGH_CONVICTION) - neutral [watchlist,nasdaq_mover]
2026-02-23 20:08:26 +00:00: [Opportunity] EEM: Score 45 (WATCH) - bullish [watchlist,52wk_extreme]
2026-02-23 20:08:31 +00:00: [Opportunity] XLE: Score 45 (WATCH) - bullish [52wk_extreme,etf_sectors]
2026-02-23 20:08:33 +00:00: [Opportunity] T: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:08:34 +00:00: [Opportunity] VNDA: Score 60 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:08:40 +00:00: [Opportunity] F: Score 55 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:08:45 +00:00: [Opportunity] OPEN: Score 70 (HIGH_CONVICTION) - bearish [watchlist]
2026-02-23 20:08:48 +00:00: [Opportunity] SMCI: Score 40 (WATCH) - bearish [watchlist]
2026-02-23 20:08:55 +00:00: [Opportunity] MU: Score 75 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 20:09:03 +00:00: [Opportunity] OXY: Score 65 (TRADEABLE) - bearish [watchlist]
2026-02-23 20:09:08 +00:00: [Opportunity] CVNA: Score 80 (HIGH_CONVICTION) - neutral [watchlist]
2026-02-23 20:09:14 +00:00: [Opportunity] SNDK: Score 75 (HIGH_CONVICTION) - bullish [watchlist]
2026-02-23 20:09:23 +00:00: [Opportunity] GOOGL: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:09:29 +00:00: [Opportunity] MRNA: Score 55 (TRADEABLE) - bearish [watchlist]
2026-02-23 20:09:38 +00:00: [Opportunity] PANW: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:09:49 +00:00: [Opportunity] META: Score 65 (TRADEABLE) - neutral [watchlist]
2026-02-23 20:09:54 +00:00: [Opportunity] AAPL: Score 65 (TRADEABLE) - neutral [watchlist]
2026-02-23 20:10:00 +00:00: [Opportunity] AMD: Score 65 (TRADEABLE) - bullish [watchlist]
2026-02-23 20:10:13 +00:00: [Opportunity] VXX: Score 40 (WATCH) - bullish [etf_volatility]
2026-02-23 20:10:17 +00:00: [Opportunity] XLV: Score 30 (WATCH) - bearish [etf_sectors]
2026-02-23 20:10:18 +00:00: [Opportunity] Results: 13 HIGH_CONVICTION, 24 TRADEABLE, 9 WATCH
2026-02-23 20:10:18 +00:00: [OpportunityDB] Saved scan: 50 opportunities, scanId=2312
2026-02-23 20:10:18 +00:00: [Opportunity] Persistence: XLP:27(HC), PYPL:27(HC), XLF:27(HC), IBRX:31(HC), CVNA:27(HC), PLTR:31(HC), QQQ:31(HC), INTC:27(HC), MU:32(HC), SNDK:34(HC), XLI:27(HC), XLU:27(HC), OPEN:31(HC), ORCL:28(T), AMZN:31(T), MSFT:31(T), TSLA:30(T), SPY:30(T), IWM:28(T), NVDA:34(T), GLD:34(T), SLV:34(T), IBIT:27(T), OXY:31(T), GOOGL:34(T), PANW:27(T), META:19(T), AAPL:33(T), AMD:29(T), VNDA:32(T), NFLX:25(T), XLC:27(T), T:23(T), F:27(T), MRNA:31(T), UNG:18(T), ETHA:27(T)
2026-02-23 20:10:18 +00:00: [Opportunity] Alerts sent: 0 (47 unique today)
2026-02-23 20:10:18 +00:00: [Watchlist] Updated XLP (source: opportunity)
2026-02-23 20:10:18 +00:00: [Watchlist] Updated PYPL (source: opportunity)
2026-02-23 20:10:18 +00:00: [Watchlist] Updated XLF (source: opportunity)
2026-02-23 20:10:18 +00:00: [Watchlist] Updated IBRX (source: opportunity)
2026-02-23 20:10:18 +00:00: [Watchlist] Updated CVNA (source: opportunity)
2026-02-23 20:10:18 +00:00: [Watchlist] Updated PLTR (source: opportunity)
2026-02-23 20:10:18 +00:00: [Watchlist] Skipped QQQ — manual entry protected (attempted by opportunity)
2026-02-23 20:10:18 +00:00: [Watchlist] Updated INTC (source: opportunity)
2026-02-23 20:10:18 +00:00: [Watchlist] Updated MU (source: opportunity)
2026-02-23 20:10:18 +00:00: [Watchlist] Updated SNDK (source: opportunity)
2026-02-23 20:10:18 +00:00: [Watchlist] Updated XLI (source: opportunity)
2026-02-23 20:10:18 +00:00: [Watchlist] Updated XLU (source: opportunity)
2026-02-23 20:10:18 +00:00: [Watchlist] Updated OPEN (source: opportunity)
2026-02-23 20:10:18 +00:00: [Opportunity] Added 13 symbols to Bloodhound watchlist
2026-02-23 20:10:18 +00:00: [Opportunity] Scan complete in 224s. Next scan at 2026-02-23T20:11:33.958Z
2026-02-23 20:11:33 +00:00: 
2026-02-23 20:11:33 +00:00: [Opportunity] ===== SCAN #116 =====
2026-02-23 20:11:33 +00:00: [Opportunity] Time: 2026-02-23T20:11:33.959Z
2026-02-23 20:11:35 +00:00: [Opportunity] VIX: 21.64 (elevated) | SPY: 680.96 (neutral)
2026-02-23 20:11:41 +00:00: [Opportunity] Discovery: 50 symbols from [core:3, watchlist:45, volume:10, gainers:7, losers:7, nasdaq:3, extremes:5, etf_categories:21]
2026-02-23 20:11:41 +00:00: [Opportunity] Discovery: 50 symbols in 6.5s
2026-02-23 20:11:41 +00:00: [Opportunity] Analyzing 50 symbols (sequential, ~110s est)...
2026-02-23 20:11:43 +00:00: [Opportunity] NFLX: Score 55 (TRADEABLE) - bearish [watchlist,volume_leader,gainer,loser]
2026-02-23 20:11:45 +00:00: [Opportunity] ORCL: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:11:47 +00:00: [Opportunity] PYPL: Score 80 (HIGH_CONVICTION) - bullish [watchlist,volume_leader,gainer,loser]
2026-02-23 20:11:49 +00:00: [Opportunity] PLTR: Score 75 (HIGH_CONVICTION) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:11:50 +00:00: [Opportunity] AMZN: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:11:53 +00:00: [Opportunity] MSFT: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:11:55 +00:00: [Opportunity] TSLA: Score 65 (TRADEABLE) - neutral [watchlist,volume_leader,gainer,loser]
2026-02-23 20:12:00 +00:00: [Opportunity] SPY: Score 65 (TRADEABLE) - neutral [core,watchlist]
